Date,ARIMA_Forecast,ARIMA_Lower,ARIMA_Upper
2025-12-03,319.0400085449219,188.24791247177083,449.8321046180729
2025-12-04,319.0400085449219,187.52329697630867,450.5567201135351
2025-12-05,319.0400085449219,186.80265206637142,451.2773650234723
2025-12-08,319.0400085449219,186.08591317720237,451.9941039126414
2025-12-09,319.0400085449219,185.37301747509161,452.70699961475214
2025-12-10,319.0400085449219,184.66390379308922,453.41611329675453
2025-12-11,319.0400085449219,183.95851256975533,454.1215045200884
2025-12-12,319.0400085449219,183.25678579077467,454.8232312990691
2025-12-15,319.0400085449219,182.55866693327232,455.52135015657143
2025-12-16,319.0400085449219,181.86410091268053,456.2159161771632
2025-12-17,319.0400085449219,181.17303403201456,456.90698305782917
2025-12-18,319.0400085449219,180.4854139334256,457.59460315641815
2025-12-19,319.0400085449219,179.80118955190724,458.27882753793654
2025-12-22,319.0400085449219,179.12031107103894,458.9597060188048
2025-12-23,319.0400085449219,178.44272988065913,459.6372872091846
2025-12-24,319.0400085449219,177.76839853636503,460.31161855347875
2025-12-25,319.0400085449219,177.09727072074435,460.9827463690994
2025-12-26,319.0400085449219,176.4293012062489,461.65071588359484
2025-12-29,319.0400085449219,175.76444581962647,462.3155712702173
2025-12-30,319.0400085449219,175.1026614078307,462.977355682013
2025-12-31,319.0400085449219,174.44390580533587,463.6361112845079
2026-01-01,319.0400085449219,173.78813780278534,464.2918792870584
2026-01-02,319.0400085449219,173.13531711690862,464.94469997293515
2026-01-05,319.0400085449219,172.48540436164419,465.59461272819954
2026-01-06,319.0400085449219,171.83836102041005,466.2416560694337
2026-01-07,319.0400085449219,171.19414941946633,466.8858676703774
2026-01-08,319.0400085449219,170.5527327023182,467.5272843875256
2026-01-09,319.0400085449219,169.91407480510952,468.16594228473423
2026-01-12,319.0400085449219,169.27814043296112,468.80187665688265
2026-01-13,319.0400085449219,168.6448950372093,469.4351220526345
2026-01-14,319.0400085449219,168.01430479350353,470.0657122963402
2026-01-15,319.0400085449219,167.38633658072376,470.69368050912
2026-01-16,319.0400085449219,166.7609579606802,471.3190591291635
2026-01-19,319.0400085449219,166.13813715856028,471.94187993128344
2026-01-20,319.0400085449219,165.51784304408977,472.562174045754
2026-01-21,319.0400085449219,164.90004511337597,473.17997197646775
2026-01-22,319.0400085449219,164.2847134714035,473.79530361844024
2026-01-23,319.0400085449219,163.67181881515393,474.4081982746898
2026-01-26,319.0400085449219,163.06133241732232,475.01868467252143
2026-01-27,319.0400085449219,162.45322611060521,475.62679097923854
2026-01-28,319.0400085449219,161.8474722725357,476.23254481730805
2026-01-29,319.0400085449219,161.24404381084233,476.83597327900145
2026-01-30,319.0400085449219,160.64291414931023,477.4371029405335
2026-02-02,319.0400085449219,160.04405721412311,478.03595987572066
2026-02-03,319.0400085449219,159.4474474206666,478.63256966917714
2026-02-04,319.0400085449219,158.85305966077405,479.22695742906967
2026-02-05,319.0400085449219,158.26086929039667,479.8191477994471
2026-02-06,319.0400085449219,157.67085211768068,480.40916497216307
2026-02-09,319.0400085449219,157.08298439143582,480.9970326984079
2026-02-10,319.0400085449219,156.49724278997883,481.5827742998649
2026-02-11,319.0400085449219,155.9136044103376,482.16641267950615
2026-02-12,319.0400085449219,155.33204675780186,482.74797033204186
2026-02-13,319.0400085449219,154.75254773580664,483.32746935403713
2026-02-16,319.0400085449219,154.17508563613572,483.90493145370806
2026-02-17,319.0400085449219,153.599639129433,484.48037796041075
2026-02-18,319.0400085449219,153.02618725600976,485.053829833834
2026-02-19,319.0400085449219,152.45470941693677,485.62530767290696
2026-02-20,319.0400085449219,151.8851853654105,486.19483172443324
2026-02-23,319.0400085449219,151.31759519838334,486.7624218914604
2026-02-24,319.0400085449219,150.75191934844736,487.3280977413964
2026-02-25,319.0400085449219,150.18813857596362,487.8918785138801
2026-02-26,319.0400085449219,149.6262339614264,488.45378312841734
2026-02-27,319.0400085449219,149.0661868980552,489.01383019178854
2026-03-02,319.0400085449219,148.50797908460535,489.57203800523837
2026-03-03,319.0400085449219,147.95159251838987,490.1284245714539
2026-03-04,319.0400085449219,147.397009488505,490.6830076013388
2026-03-05,319.0400085449219,146.84421256925194,491.23580452059184
2026-03-06,319.0400085449219,146.29318461374802,491.7868324760957
2026-03-09,319.0400085449219,145.743908747721,492.33610834212277
2026-03-10,319.0400085449219,145.19636836347942,492.8836487263643
2026-03-11,319.0400085449219,144.6505471140537,493.4294699757901
2026-03-12,319.0400085449219,144.10642890750154,493.9735881823422
2026-03-13,319.0400085449219,143.56399790137235,494.51601918847143
2026-03-16,319.0400085449219,143.02323849732517,495.0567785925186
2026-03-17,319.0400085449219,142.48413533589505,495.5958817539487
2026-03-18,319.0400085449219,141.94667329140253,496.1333437984412
2026-03-19,319.0400085449219,141.41083746700232,496.6691796228414
2026-03-20,319.0400085449219,140.8766131898652,497.2034038999785
2026-03-23,319.0400085449219,140.34398600649024,497.7360310833535
2026-03-24,319.0400085449219,139.81294167814227,498.2670754117015
2026-03-25,319.0400085449219,139.28346617641026,498.7965509134335
2026-03-26,319.0400085449219,138.7555456788836,499.32447141096014
2026-03-27,319.0400085449219,138.22916656494172,499.85085052490206
2026-03-30,319.0400085449219,137.70431541165377,500.37570167819
2026-03-31,319.0400085449219,137.18097898978485,500.8990381000589
2026-04-01,319.0400085449219,136.65914425990533,501.4208728299384
2026-04-02,319.0400085449219,136.13879836860005,501.9412187212437
2026-04-03,319.0400085449219,135.61992864477443,502.46008844506935
2026-04-06,319.0400085449219,135.1025225960542,502.97749449378955
2026-04-07,319.0400085449219,134.58656790527613,503.4934491845676
2026-04-08,319.0400085449219,134.07205242706684,504.0079646627769
2026-04-09,319.0400085449219,133.55896418450706,504.52105290533666
2026-04-10,319.0400085449219,133.04729136587858,505.0327257239652
2026-04-13,319.0400085449219,132.53702232149163,505.5429947683521
2026-04-14,319.0400085449219,132.02814556059022,506.0518715292535
2026-04-15,319.0400085449219,131.52064974833294,506.5593673415108
2026-04-16,319.0400085449219,131.0145237028471,507.06549338699665
2026-04-17,319.0400085449219,130.50975639235432,507.5702606974894
2026-04-20,319.0400085449219,130.0063369323646,508.07368015747915
2026-04-21,319.0400085449219,129.50425458293836,508.5757625069054
2026-04-22,319.0400085449219,129.0034987460125,509.07651834383125
2026-04-23,319.0400085449219,128.5040589627908,509.57595812705296
2026-04-24,319.0400085449219,128.0059249111948,510.0740921786489
2026-04-27,319.0400085449219,127.50908640337511,510.5709306864686
2026-04-28,319.0400085449219,127.01353338327996,511.06648370656376
2026-04-29,319.0400085449219,126.51925592428074,511.560761165563
2026-04-30,319.0400085449219,126.02624422685176,512.053772862992
2026-05-01,319.0400085449219,125.53448861630346,512.5455284735403
2026-05-04,319.0400085449219,125.04397954056734,513.0360375492764
2026-05-05,319.0400085449219,124.55470756803112,513.5253095218127
2026-05-06,319.0400085449219,124.06666338542269,514.0133537044211
2026-05-07,319.0400085449219,123.57983779574178,514.5001792941019
2026-05-08,319.0400085449219,123.09422171623791,514.9857953736058
2026-05-11,319.0400085449219,122.60980617643304,515.4702109134107
2026-05-12,319.0400085449219,122.12658231618829,515.9534347736554
2026-05-13,319.0400085449219,121.64454138381319,516.4354757060305
2026-05-14,319.0400085449219,121.16367473421636,516.9163423556274
2026-05-15,319.0400085449219,120.68397382709642,517.3960432627473
2026-05-18,319.0400085449219,120.20543022517236,517.8745868646714
2026-05-19,319.0400085449219,119.72803559245216,518.3519814973915
2026-05-20,319.0400085449219,119.2517816925384,518.8282353973053
2026-05-21,319.0400085449219,118.77666038697046,519.3033567028733
2026-05-22,319.0400085449219,118.30266363360175,519.777353456242
2026-05-25,319.0400085449219,117.82978348501169,520.250233604832
2026-05-26,319.0400085449219,117.3580120869506,520.7220050028932
2026-05-27,319.0400085449219,116.88734167681804,521.1926754130257
2026-05-28,319.0400085449219,116.41776458217234,521.6622525076714
2026-05-29,319.0400085449219,115.94927321927139,522.1307438705724
2026-06-01,319.0400085449219,115.48186009164371,522.5981569982
2026-06-02,319.0400085449219,115.01551778868875,523.064499301155
2026-06-03,319.0400085449219,114.55023898430625,523.5297781055375
2026-06-04,319.0400085449219,114.08601643555332,523.9940006542904
2026-06-05,319.0400085449219,113.622842981329,524.4571741085148
2026-06-08,319.0400085449219,113.1607115410853,524.9193055487584
2026-06-09,319.0400085449219,112.69961511356445,525.3804019762792
2026-06-10,319.0400085449219,112.23954677556122,525.8404703142826
2026-06-11,319.0400085449219,111.78049968071022,526.2995174091335
2026-06-12,319.0400085449219,111.32246705829718,526.7575500315465
2026-06-15,319.0400085449219,110.86544221209374,527.21457487775
2026-06-16,319.0400085449219,110.40941851921522,527.6705985706285
2026-06-17,319.0400085449219,109.95438942900105,528.1256276608427
2026-06-18,319.0400085449219,109.50034846191673,528.579668627927
2026-06-19,319.0400085449219,109.04728920847734,529.0327278813664
2026-06-22,319.0400085449219,108.59520532819195,529.4848117616518
2026-06-23,319.0400085449219,108.1440905485282,529.9359265413156
2026-06-24,319.0400085449219,107.69393866389706,530.3860784259467
2026-06-25,319.0400085449219,107.24474353465669,530.8352735551871
2026-06-26,319.0400085449219,106.79649908613564,531.2835180037081
2026-06-29,319.0400085449219,106.34919930767413,531.7308177821697
2026-06-30,319.0400085449219,105.9028382516839,532.1771788381599
2026-07-01,319.0400085449219,105.4574100327253,532.6226070571184
2026-07-02,319.0400085449219,105.01290882660214,533.0671082632416
2026-07-03,319.0400085449219,104.569328869473,533.5106882203708
2026-07-06,319.0400085449219,104.12666445697926,533.9533526328645
2026-07-07,319.0400085449219,103.68490994338924,534.3951071464545
2026-07-08,319.0400085449219,103.2440597407581,534.8359573490857
2026-07-09,319.0400085449219,102.80410831810318,535.2759087717405
2026-07-10,319.0400085449219,102.36505020059423,535.7149668892496
2026-07-13,319.0400085449219,101.92687996875875,536.153137121085
2026-07-14,319.0400085449219,101.4895922577013,536.5904248321424
2026-07-15,319.0400085449219,101.05318175633727,537.0268353335065
2026-07-16,319.0400085449219,100.61764320664014,537.4623738832036
2026-07-17,319.0400085449219,100.18297140290255,537.8970456869412
